user_id,signup_date,company_size,plan_interested,converted,user_segment,archetype,drop_off_stage,total_sessions,distinct_features_used,time_to_first_value_hrs,used_power_feature,engagement_slope,feature_adoption_breadth,conversion_propensity_score,active_days_verified,features_touched_verified
U00970,2026-05-31,not_provided,pro,0,High,Champion,completed_trial_window,6,5,4.0,1,8,0.5,96,5,5
U00971,2026-02-08,51-200,starter,0,High,Plateaued User,completed_trial_window,5,6,45.0,1,-1,0.6,75,3,6
U00972,2026-05-04,1-10,business,0,High,Champion,completed_trial_window,18,8,16.0,1,33,0.8,99,11,8
U00973,2026-04-17,1-10,starter,0,High,Champion,completed_trial_window,5,5,5.0,1,4,0.5,92,4,5
U00974,2026-02-06,51-200,business,1,High,Late Bloomer,completed_trial_window,6,3,55.0,1,7,0.3,72,5,3
U00975,2026-04-27,11-50,pro,1,High,Champion,completed_trial_window,11,7,0.0,1,16,0.7,99,8,7
U00976,2026-03-31,200+,starter,0,High,Power Adopter,completed_trial_window,7,6,19.0,1,-2,0.6,87,6,6
U00977,2026-04-23,not_provided,business,1,High,Champion,completed_trial_window,6,6,15.0,1,9,0.6,94,5,6
U00978,2026-03-23,1-10,business,1,Medium,Power Adopter,completed_trial_window,6,2,0.0,1,-1,0.2,73,6,2
U00979,2026-01-30,1-10,business,0,Medium,Champion,mid_trial_dropoff,1,4,14.0,1,7,0.4,69,1,4
U00980,2026-06-15,1-10,business,0,High,Power Adopter,completed_trial_window,8,5,24.0,1,-6,0.5,88,6,5
U00981,2026-02-12,not_provided,pro,1,High,Power Adopter,completed_trial_window,7,7,16.0,1,-7,0.7,87,7,7
U00982,2026-02-14,not_provided,pro,0,High,Late Bloomer,completed_trial_window,16,5,35.0,1,2,0.5,95,10,5
U00983,2026-03-26,not_provided,starter,1,Medium,Power Adopter,mid_trial_dropoff,3,4,2.0,1,0,0.4,71,3,4
U00984,2026-03-01,200+,business,1,High,Champion,completed_trial_window,8,6,0.0,1,16,0.6,99,7,6
U00985,2026-02-17,not_provided,business,1,Medium,Power Adopter,completed_trial_window,4,5,5.0,1,-2,0.5,79,4,5
U00986,2026-04-12,1-10,business,0,Medium,Plateaued User,completed_trial_window,6,5,42.0,1,-5,0.5,76,6,5
U00987,2026-06-07,11-50,starter,0,Low,Plateaued User,completed_trial_window,4,2,7.0,0,0,0.2,48,4,2
U00988,2026-06-01,200+,starter,1,High,Champion,completed_trial_window,5,6,10.0,1,9,0.6,95,4,6
U00989,2026-02-24,11-50,business,0,Medium,Growing Casual,mid_trial_dropoff,7,4,28.0,0,9,0.4,67,7,4
U00990,2026-01-17,not_provided,starter,0,Medium,Power Adopter,completed_trial_window,4,3,21.0,1,-20,0.3,65,4,3
U00991,2026-05-18,11-50,business,0,High,Plateaued User,completed_trial_window,10,3,33.0,1,-8,0.3,76,9,3
U00992,2026-03-25,11-50,starter,0,Medium,Plateaued User,completed_trial_window,4,5,50.0,1,-6,0.5,64,4,5
U00993,2026-01-30,51-200,business,1,High,Plateaued User,completed_trial_window,8,5,32.0,1,-2,0.5,83,7,5
U00994,2026-05-16,not_provided,business,0,High,Champion,completed_trial_window,11,4,20.0,1,4,0.4,96,8,4
U00995,2026-06-02,200+,pro,1,Medium,Plateaued User,completed_trial_window,11,1,57.0,0,0,0.1,44,7,1
U00996,2026-05-31,1-10,business,0,Medium,Plateaued User,completed_trial_window,4,4,5.0,0,-3,0.4,57,3,4
U00997,2026-04-01,200+,pro,0,High,Late Bloomer,completed_trial_window,8,6,28.0,1,14,0.6,96,7,6
U00998,2026-02-14,not_provided,business,1,High,Champion,completed_trial_window,10,4,6.0,1,4,0.4,99,7,4
U00999,2026-06-07,not_provided,starter,0,Medium,Plateaued User,completed_trial_window,5,2,56.0,1,-1,0.2,54,4,2
U01000,2026-02-04,51-200,starter,1,Low,Power Adopter,completed_trial_window,3,2,1.0,1,-6,0.2,62,2,2
U01001,2026-03-20,1-10,pro,1,Medium,Plateaued User,completed_trial_window,8,4,49.0,0,0,0.4,56,7,4
U01002,2026-02-06,not_provided,starter,1,High,Champion,completed_trial_window,6,6,0.0,1,14,0.6,99,4,6
U01003,2026-06-02,11-50,pro,0,Medium,Power Adopter,mid_trial_dropoff,4,4,18.0,1,-2,0.4,70,3,4
U01004,2026-04-09,200+,pro,0,High,Champion,completed_trial_window,3,7,6.0,1,1,0.7,88,3,7
U01005,2026-05-05,not_provided,pro,0,High,Late Bloomer,completed_trial_window,5,7,27.0,1,8,0.7,85,5,7
U01006,2026-06-15,11-50,pro,0,Low,Window Shopper,mid_trial_dropoff,2,2,105.0,0,-2,0.2,26,2,2
U01007,2026-02-12,200+,business,1,High,Power Adopter,completed_trial_window,11,7,6.0,1,-5,0.7,98,10,7
U01008,2026-02-17,51-200,starter,1,High,Champion,completed_trial_window,9,7,12.0,1,1,0.7,99,7,7
U01009,2026-01-14,51-200,starter,0,Medium,Growing Casual,completed_trial_window,6,2,142.0,0,3,0.2,50,6,2
U01010,2026-05-05,11-50,pro,0,High,Power Adopter,completed_trial_window,7,7,12.0,1,-10,0.7,92,4,7
U01011,2026-04-09,not_provided,pro,1,Medium,Growing Casual,completed_trial_window,7,2,127.0,0,15,0.2,53,6,2
U01012,2026-04-15,not_provided,starter,1,High,Champion,completed_trial_window,14,6,3.0,1,35,0.6,99,11,6
U01013,2026-04-24,200+,pro,1,High,Late Bloomer,completed_trial_window,4,3,119.0,1,2,0.3,65,3,3
U01014,2026-05-25,1-10,pro,0,Low,Plateaued User,completed_trial_window,3,1,11.0,0,-1,0.1,39,3,1
U01015,2026-03-16,1-10,business,0,Low,Window Shopper,mid_trial_dropoff,1,1,58.0,0,-2,0.1,17,1,1
U01016,2026-02-27,not_provided,business,1,High,Champion,completed_trial_window,4,3,0.0,1,5,0.3,80,3,3
U01017,2026-04-28,not_provided,business,0,High,Power Adopter,completed_trial_window,8,6,7.0,1,-4,0.6,96,8,6
U01018,2026-05-07,not_provided,pro,0,Medium,Power Adopter,completed_trial_window,6,5,0.0,1,-5,0.5,86,5,5
U01019,2026-01-29,not_provided,starter,0,High,Late Bloomer,completed_trial_window,6,3,57.0,1,9,0.3,72,4,3
U01020,2026-03-10,not_provided,business,1,Medium,Power Adopter,completed_trial_window,5,4,20.0,1,-14,0.4,73,3,4
U01021,2026-01-11,not_provided,starter,0,Medium,Plateaued User,completed_trial_window,6,5,53.0,0,-10,0.5,53,4,5
U01022,2026-05-20,11-50,starter,0,Medium,Late Bloomer,completed_trial_window,5,2,25.0,1,2,0.2,69,4,2
U01023,2026-01-27,not_provided,business,1,Medium,Growing Casual,completed_trial_window,3,4,76.0,0,7,0.4,48,3,4
U01024,2026-03-18,1-10,starter,1,High,Power Adopter,completed_trial_window,5,7,3.0,1,-22,0.7,85,5,7
U01025,2026-03-31,1-10,starter,1,Medium,Power Adopter,completed_trial_window,2,5,1.0,1,-8,0.5,72,2,5
U01026,2026-03-02,11-50,business,0,Low,Plateaued User,completed_trial_window,3,4,12.0,0,-6,0.4,53,3,4
U01027,2026-05-31,not_provided,business,1,Low,Window Shopper,mid_trial_dropoff,2,1,125.0,0,4,0.1,31,2,1
U01028,2026-06-11,200+,pro,0,High,Champion,completed_trial_window,4,5,16.0,1,9,0.5,84,4,5
U01029,2026-06-07,11-50,pro,0,High,Late Bloomer,completed_trial_window,4,4,68.0,1,5,0.4,70,4,4
U01030,2026-02-22,1-10,pro,0,High,Power Adopter,completed_trial_window,7,9,3.0,1,-5,0.9,92,6,9
U01031,2026-03-31,not_provided,business,1,High,Power Adopter,completed_trial_window,5,7,0.0,1,-2,0.7,85,5,7
U01032,2026-05-18,11-50,business,0,High,Champion,completed_trial_window,6,4,15.0,1,11,0.4,87,4,4
U01033,2026-03-16,51-200,pro,0,Medium,Late Bloomer,completed_trial_window,4,1,176.0,1,4,0.1,56,4,1
U01034,2026-03-10,not_provided,business,0,High,Power Adopter,completed_trial_window,9,5,0.0,1,-5,0.5,95,6,5
U01035,2026-01-25,11-50,starter,0,Medium,Late Bloomer,completed_trial_window,4,1,67.0,1,2,0.1,56,3,1
U01036,2026-01-16,51-200,business,1,High,Power Adopter,completed_trial_window,7,6,2.0,1,-18,0.6,92,5,6
U01037,2026-02-03,11-50,pro,0,Medium,Plateaued User,completed_trial_window,6,4,42.0,1,-5,0.4,72,3,4
U01038,2026-03-24,11-50,business,0,Medium,Power Adopter,completed_trial_window,5,4,1.0,1,-1,0.4,78,5,4
U01039,2026-04-11,200+,pro,1,High,Champion,completed_trial_window,10,7,11.0,1,14,0.7,99,9,7
U01040,2026-06-11,51-200,business,0,Low,Window Shopper,early_dropoff,1,1,267.0,0,2,0.1,27,1,1
U01041,2026-04-17,200+,starter,0,Medium,Growing Casual,completed_trial_window,4,2,111.0,0,3,0.2,43,4,2
U01042,2026-01-20,not_provided,starter,0,High,Late Bloomer,completed_trial_window,4,3,38.0,1,4,0.3,70,4,3
U01043,2026-04-14,not_provided,business,0,High,Late Bloomer,completed_trial_window,9,3,173.0,1,14,0.3,81,7,3
U01044,2026-03-13,not_provided,business,0,Medium,Late Bloomer,completed_trial_window,4,1,47.0,1,3,0.1,61,4,1
U01045,2026-04-27,200+,business,0,Medium,Late Bloomer,early_dropoff,2,3,38.0,1,2,0.3,63,2,3
U01046,2026-05-29,1-10,business,0,Medium,Power Adopter,completed_trial_window,3,5,2.0,1,-6,0.5,75,3,5
U01047,2026-01-24,not_provided,starter,0,Medium,Plateaued User,mid_trial_dropoff,2,4,34.0,1,-17,0.4,58,2,4
U01048,2026-06-12,not_provided,business,1,High,Power Adopter,completed_trial_window,14,6,9.0,1,-6,0.6,98,10,6
U01049,2026-01-17,not_provided,starter,0,High,Late Bloomer,completed_trial_window,5,5,55.0,1,10,0.5,77,4,5
U01050,2026-02-25,200+,pro,0,Medium,Champion,completed_trial_window,1,3,3.0,1,12,0.3,69,1,3
U01051,2026-05-07,51-200,business,1,High,Late Bloomer,completed_trial_window,11,8,35.0,1,32,0.8,98,7,8
U01052,2026-03-28,not_provided,pro,0,Medium,Power Adopter,completed_trial_window,4,3,23.0,1,-10,0.3,65,4,3
U01053,2026-02-03,not_provided,starter,1,High,Champion,completed_trial_window,11,6,0.0,1,21,0.6,99,10,6
U01054,2026-01-13,1-10,starter,1,Medium,Champion,completed_trial_window,7,2,15.0,1,9,0.2,81,5,2
U01055,2026-01-05,1-10,pro,0,Medium,Plateaued User,completed_trial_window,4,4,60.0,0,-5,0.4,42,4,4
U01056,2026-04-23,200+,starter,0,Medium,Window Shopper,completed_trial_window,2,3,145.0,0,2,0.3,40,2,3
U01057,2026-04-20,11-50,business,1,Medium,Plateaued User,mid_trial_dropoff,3,5,32.0,1,-6,0.5,65,2,5
U01058,2026-06-16,51-200,pro,0,Medium,Growing Casual,completed_trial_window,4,3,8.0,0,1,0.3,62,4,3
U01059,2026-03-12,1-10,business,0,Medium,Plateaued User,completed_trial_window,6,7,5.0,0,-14,0.7,71,6,7
U01060,2026-04-03,51-200,starter,0,Medium,Growing Casual,completed_trial_window,4,2,0.0,0,2,0.2,58,4,2
U01061,2026-04-06,not_provided,business,0,Medium,Plateaued User,completed_trial_window,6,5,38.0,1,-9,0.5,76,4,5
U01062,2026-02-12,1-10,starter,1,High,Champion,mid_trial_dropoff,7,8,6.0,1,24,0.8,99,5,8
U01063,2026-03-01,200+,business,1,High,Growing Casual,completed_trial_window,9,3,31.0,0,2,0.3,68,8,3
U01064,2026-01-25,1-10,pro,0,Medium,Plateaued User,completed_trial_window,5,2,32.0,1,-2,0.2,59,5,2
U01065,2026-05-03,1-10,pro,0,High,Plateaued User,completed_trial_window,9,4,29.0,1,-29,0.4,81,8,4
U01066,2026-06-01,11-50,pro,0,High,Late Bloomer,completed_trial_window,4,4,82.0,1,5,0.4,70,4,4
U01067,2026-04-24,1-10,starter,0,High,Late Bloomer,completed_trial_window,7,4,43.0,1,2,0.4,85,7,4
U01068,2026-03-29,1-10,starter,0,Low,Plateaued User,mid_trial_dropoff,3,3,7.0,0,-1,0.3,48,3,3
U01069,2026-02-03,200+,starter,1,High,Champion,completed_trial_window,10,7,2.0,1,1,0.7,99,9,7
U01070,2026-04-09,1-10,business,0,High,Champion,completed_trial_window,5,4,1.0,1,13,0.4,88,5,4
U01071,2026-01-27,1-10,business,0,High,Late Bloomer,completed_trial_window,4,6,30.0,1,9,0.6,82,4,6
U01072,2026-04-05,51-200,pro,0,High,Power Adopter,completed_trial_window,10,7,10.0,1,-3,0.7,98,8,7
U01073,2026-04-08,11-50,business,0,High,Champion,completed_trial_window,8,4,7.0,1,8,0.4,99,6,4
U01074,2026-02-06,1-10,pro,0,Medium,Plateaued User,completed_trial_window,9,5,13.0,0,-16,0.5,72,6,5
U01075,2026-05-25,1-10,pro,0,High,Plateaued User,completed_trial_window,8,7,25.0,1,-4,0.7,86,7,7
U01076,2026-06-16,11-50,starter,1,High,Power Adopter,mid_trial_dropoff,9,7,12.0,1,-13,0.7,98,5,7
U01077,2026-02-24,not_provided,business,1,High,Growing Casual,completed_trial_window,8,3,6.0,0,2,0.3,76,6,3
U01078,2026-04-16,not_provided,business,1,Medium,Power Adopter,mid_trial_dropoff,5,3,0.0,1,-5,0.3,73,3,3
U01079,2026-02-25,1-10,starter,0,High,Late Bloomer,completed_trial_window,4,3,35.0,1,3,0.3,70,3,3
U01080,2026-02-05,1-10,pro,0,High,Late Bloomer,mid_trial_dropoff,4,3,68.0,1,9,0.3,65,3,3
U01081,2026-04-09,51-200,starter,1,High,Power Adopter,completed_trial_window,11,5,21.0,1,-17,0.5,90,7,5
U01082,2026-02-05,11-50,business,1,High,Champion,completed_trial_window,11,8,20.0,1,11,0.8,99,9,8
U01083,2026-03-05,not_provided,pro,0,High,Power Adopter,completed_trial_window,14,5,6.0,1,-2,0.5,95,10,5
U01084,2026-06-03,not_provided,pro,1,Medium,Power Adopter,completed_trial_window,4,5,0.0,1,-5,0.5,79,3,5
U01085,2026-01-07,not_provided,business,0,High,Late Bloomer,completed_trial_window,8,3,30.0,1,7,0.3,84,6,3
U01086,2026-02-22,not_provided,pro,1,High,Late Bloomer,completed_trial_window,9,5,33.0,1,5,0.5,95,8,5
U01087,2026-02-18,not_provided,starter,1,High,Champion,completed_trial_window,12,5,0.0,1,16,0.5,99,8,5
U01088,2026-06-15,1-10,pro,0,High,Champion,completed_trial_window,5,7,15.0,1,36,0.7,90,5,7
U01089,2026-05-07,200+,starter,0,High,Champion,completed_trial_window,5,4,7.0,1,10,0.4,88,4,4
U01090,2026-03-03,200+,business,0,High,Champion,completed_trial_window,8,3,3.0,1,7,0.3,94,6,3
U01091,2026-06-02,1-10,pro,0,High,Champion,completed_trial_window,9,6,3.0,1,25,0.6,99,8,6
U01092,2026-01-04,51-200,business,1,High,Power Adopter,completed_trial_window,10,5,14.0,1,-9,0.5,90,8,5
U01093,2026-04-10,not_provided,starter,0,Medium,Power Adopter,completed_trial_window,6,4,0.0,1,-15,0.4,82,6,4
U01094,2026-04-04,not_provided,business,1,High,Power Adopter,completed_trial_window,8,5,1.0,1,-15,0.5,93,7,5
U01095,2026-05-01,1-10,starter,1,Medium,Champion,mid_trial_dropoff,2,4,12.0,1,4,0.4,78,1,4
U01096,2026-01-18,1-10,business,0,High,Plateaued User,completed_trial_window,12,6,50.0,1,-3,0.6,83,9,6
U01097,2026-02-25,1-10,starter,1,Medium,Power Adopter,mid_trial_dropoff,3,5,10.0,1,-19,0.5,75,3,5
U01098,2026-05-10,51-200,business,1,High,Growing Casual,completed_trial_window,5,6,5.0,0,8,0.6,77,5,6
U01099,2026-04-17,200+,business,1,High,Late Bloomer,completed_trial_window,4,3,56.0,1,2,0.3,65,3,3
U01100,2026-01-22,not_provided,pro,0,Medium,Plateaued User,completed_trial_window,3,6,11.0,0,-16,0.6,60,2,6
U01101,2026-05-18,not_provided,pro,1,High,Power Adopter,completed_trial_window,12,5,7.0,1,-5,0.5,95,9,5
U01102,2026-01-22,51-200,starter,1,Medium,Plateaued User,completed_trial_window,6,3,62.0,0,-13,0.3,44,5,3
U01103,2026-02-22,11-50,pro,1,High,Late Bloomer,completed_trial_window,10,2,27.0,1,14,0.2,82,7,2
U01104,2026-04-11,not_provided,business,0,Low,Plateaued User,completed_trial_window,7,2,4.0,0,-2,0.2,58,6,2
U01105,2026-06-16,not_provided,business,1,High,Power Adopter,completed_trial_window,6,6,3.0,1,-1,0.6,89,5,6
U01106,2026-03-21,not_provided,starter,1,High,Late Bloomer,completed_trial_window,5,6,26.0,1,8,0.6,85,5,6
U01107,2026-01-15,11-50,starter,0,High,Champion,completed_trial_window,4,6,12.0,1,6,0.6,92,4,6
U01108,2026-04-22,1-10,starter,0,High,Power Adopter,completed_trial_window,15,7,1.0,1,-21,0.7,98,8,7
U01109,2026-06-06,not_provided,starter,0,Medium,Plateaued User,completed_trial_window,1,4,25.0,1,-2,0.4,54,1,4
U01110,2026-03-21,not_provided,business,0,High,Power Adopter,completed_trial_window,14,4,5.0,1,-4,0.4,91,8,4
U01111,2026-02-14,1-10,starter,0,Medium,Plateaued User,completed_trial_window,6,3,47.0,0,-2,0.3,49,4,3
U01112,2026-02-05,not_provided,starter,0,Medium,Plateaued User,completed_trial_window,4,5,27.0,1,-10,0.5,69,3,5
U01113,2026-02-11,200+,business,0,Medium,Plateaued User,completed_trial_window,4,3,9.0,0,0,0.3,52,4,3
U01114,2026-05-14,not_provided,business,0,Medium,Plateaued User,completed_trial_window,1,3,53.0,1,-1,0.3,44,1,3
U01115,2026-03-08,11-50,business,0,Medium,Power Adopter,completed_trial_window,7,5,18.0,1,-15,0.5,84,6,5
U01116,2026-02-02,not_provided,business,0,Medium,Late Bloomer,completed_trial_window,1,5,28.0,1,2,0.5,68,1,5
U01117,2026-01-31,1-10,business,0,Medium,Plateaued User,completed_trial_window,11,5,22.0,0,-6,0.5,72,8,5
U01118,2026-04-20,51-200,pro,0,Medium,Plateaued User,completed_trial_window,5,2,82.0,1,0,0.2,54,5,2
U01119,2026-01-17,51-200,business,0,Medium,Power Adopter,completed_trial_window,5,5,17.0,1,-2,0.5,77,5,5
U01120,2026-05-28,not_provided,starter,1,High,Champion,completed_trial_window,9,8,3.0,1,21,0.8,99,6,8
U01121,2026-04-27,not_provided,business,0,High,Plateaued User,completed_trial_window,8,5,62.0,1,-2,0.5,78,6,5
U01122,2026-01-15,200+,pro,0,Medium,Power Adopter,completed_trial_window,7,4,2.0,1,-8,0.4,85,6,4
U01123,2026-02-12,51-200,pro,0,Low,Plateaued User,completed_trial_window,4,2,52.0,0,-2,0.2,33,4,2
U01124,2026-03-07,1-10,pro,1,High,Late Bloomer,completed_trial_window,11,5,56.0,1,5,0.5,90,8,5
U01125,2026-02-28,not_provided,pro,1,High,Late Bloomer,completed_trial_window,5,5,44.0,1,2,0.5,82,4,5
U01126,2026-01-12,1-10,pro,0,Low,Plateaued User,completed_trial_window,7,2,65.0,0,-5,0.2,43,5,2
U01127,2026-01-12,200+,business,1,High,Champion,completed_trial_window,8,8,1.0,1,12,0.8,99,6,8
U01128,2026-02-08,11-50,starter,1,Low,Window Shopper,mid_trial_dropoff,2,5,48.0,0,-4,0.5,44,2,5
U01129,2026-04-18,11-50,business,1,High,Power Adopter,completed_trial_window,10,5,2.0,1,-3,0.5,95,9,5
U01130,2026-04-17,not_provided,business,0,Medium,Power Adopter,mid_trial_dropoff,1,6,9.0,1,0,0.6,71,1,6
U01131,2026-03-11,1-10,pro,1,Medium,Growing Casual,completed_trial_window,7,3,16.0,0,4,0.3,67,6,3
U01132,2026-01-31,not_provided,business,1,Low,Window Shopper,mid_trial_dropoff,1,2,64.0,0,-7,0.2,22,1,2
U01133,2026-02-15,11-50,pro,0,High,Champion,completed_trial_window,5,6,11.0,1,5,0.6,95,5,6
U01134,2026-01-12,200+,starter,1,High,Power Adopter,completed_trial_window,5,6,9.0,1,-13,0.6,85,4,6
U01135,2026-03-14,51-200,business,1,High,Power Adopter,completed_trial_window,7,7,10.0,1,-21,0.7,92,6,7
U01136,2026-05-22,200+,starter,0,High,Late Bloomer,mid_trial_dropoff,4,4,46.0,1,6,0.4,75,3,4
U01137,2026-04-05,11-50,business,0,Medium,Power Adopter,mid_trial_dropoff,1,3,8.0,1,-3,0.3,59,1,3
U01138,2026-05-25,51-200,business,0,Low,Plateaued User,completed_trial_window,3,4,78.0,0,-11,0.4,38,3,4
U01139,2026-06-09,11-50,starter,1,Low,Plateaued User,completed_trial_window,7,1,102.0,0,-2,0.1,38,5,1
U01140,2026-06-01,200+,pro,1,High,Power Adopter,completed_trial_window,5,7,2.0,1,-4,0.7,85,5,7
U01141,2026-03-04,11-50,starter,0,Medium,Power Adopter,completed_trial_window,7,4,13.0,1,-4,0.4,80,6,4
U01142,2026-04-15,1-10,pro,1,Medium,Growing Casual,completed_trial_window,3,3,90.0,0,3,0.3,43,2,3
U01143,2026-03-30,not_provided,business,0,Medium,Power Adopter,completed_trial_window,4,4,23.0,1,0,0.4,70,3,4
U01144,2026-01-03,51-200,starter,1,High,Power Adopter,completed_trial_window,12,4,24.0,1,-7,0.4,86,10,4
U01145,2026-03-20,1-10,pro,0,High,Champion,completed_trial_window,4,7,4.0,1,16,0.7,92,4,7
U01146,2026-05-16,11-50,starter,0,High,Champion,completed_trial_window,7,4,6.0,1,15,0.4,95,6,4
U01147,2026-05-06,1-10,pro,1,High,Power Adopter,completed_trial_window,8,6,7.0,1,-6,0.6,96,7,6
U01148,2026-01-24,1-10,pro,1,High,Champion,mid_trial_dropoff,6,5,8.0,1,4,0.5,96,5,5
U01149,2026-04-16,not_provided,business,0,High,Late Bloomer,completed_trial_window,7,3,133.0,1,19,0.3,75,7,3
U01150,2026-04-28,not_provided,starter,1,High,Champion,completed_trial_window,6,4,19.0,1,6,0.4,87,6,4
U01151,2026-01-25,not_provided,pro,0,Medium,Plateaued User,completed_trial_window,8,2,12.0,0,-5,0.2,62,8,2
U01152,2026-06-13,200+,starter,1,Medium,Late Bloomer,completed_trial_window,3,4,47.0,1,22,0.4,71,3,4
U01153,2026-05-26,1-10,starter,1,High,Late Bloomer,completed_trial_window,7,3,120.0,1,6,0.3,75,6,3
U01154,2026-03-02,51-200,business,0,Medium,Plateaued User,completed_trial_window,7,5,27.0,1,-4,0.5,79,6,5
U01155,2026-03-22,200+,business,0,High,Late Bloomer,mid_trial_dropoff,6,3,83.0,1,3,0.3,72,5,3
U01156,2026-03-25,51-200,starter,0,High,Champion,mid_trial_dropoff,7,6,7.0,1,6,0.6,99,6,6
U01157,2026-03-11,11-50,starter,0,High,Power Adopter,completed_trial_window,4,8,2.0,1,-8,0.8,82,4,8
U01158,2026-02-21,11-50,pro,0,Medium,Plateaued User,completed_trial_window,4,4,53.0,0,-1,0.4,42,4,4
U01159,2026-01-28,11-50,starter,0,Medium,Late Bloomer,completed_trial_window,3,4,74.0,1,4,0.4,66,2,4
U01160,2026-02-12,200+,starter,1,High,Power Adopter,completed_trial_window,6,6,9.0,1,-3,0.6,89,6,6
U01161,2026-04-15,1-10,pro,0,High,Power Adopter,completed_trial_window,7,8,17.0,1,0,0.8,87,6,8
U01162,2026-04-02,11-50,starter,0,High,Power Adopter,completed_trial_window,16,6,19.0,1,-12,0.6,93,9,6
U01163,2026-03-20,200+,business,0,High,Late Bloomer,completed_trial_window,4,5,41.0,1,11,0.5,79,4,5
U01164,2026-01-31,1-10,pro,1,High,Champion,completed_trial_window,9,5,1.0,1,7,0.5,99,5,5
U01165,2026-06-04,1-10,pro,0,High,Champion,completed_trial_window,10,6,14.0,1,11,0.6,99,6,6
U01166,2026-03-25,11-50,starter,0,Low,Power Adopter,completed_trial_window,3,2,5.0,1,-5,0.2,62,3,2
U01167,2026-03-05,51-200,starter,1,High,Champion,completed_trial_window,7,4,0.0,1,6,0.4,95,7,4
U01168,2026-01-13,not_provided,business,1,High,Champion,completed_trial_window,9,8,8.0,1,27,0.8,99,8,8
U01169,2026-02-14,1-10,starter,1,High,Power Adopter,completed_trial_window,5,6,3.0,1,-18,0.6,85,4,6
U01170,2026-05-23,not_provided,pro,0,Medium,Plateaued User,completed_trial_window,9,5,21.0,0,-7,0.5,72,7,5
U01171,2026-03-05,1-10,starter,0,Medium,Power Adopter,completed_trial_window,3,4,19.0,1,-3,0.4,66,2,4
U01172,2026-01-27,11-50,starter,0,Low,Window Shopper,completed_trial_window,1,2,303.0,0,7,0.2,32,1,2
U01173,2026-01-04,1-10,pro,0,Low,Growing Casual,completed_trial_window,3,1,292.0,0,2,0.1,34,3,1
U01174,2026-02-03,11-50,starter,0,High,Late Bloomer,completed_trial_window,6,6,35.0,1,8,0.6,89,5,6
U01175,2026-04-06,not_provided,business,0,Medium,Champion,mid_trial_dropoff,2,5,23.0,1,8,0.5,77,2,5
U01176,2026-06-15,1-10,pro,1,High,Power Adopter,completed_trial_window,8,6,9.0,1,-3,0.6,96,7,6
U01177,2026-03-08,1-10,starter,0,High,Power Adopter,completed_trial_window,14,7,5.0,1,-1,0.7,98,9,7
U01178,2026-01-17,11-50,business,0,High,Power Adopter,completed_trial_window,8,4,10.0,1,-4,0.4,89,8,4
U01179,2026-04-24,11-50,starter,0,Medium,Power Adopter,completed_trial_window,5,3,7.0,1,-5,0.3,73,5,3
U01180,2026-03-26,1-10,starter,0,Low,Plateaued User,mid_trial_dropoff,3,2,43.0,0,-2,0.2,34,2,2
U01181,2026-04-29,1-10,pro,1,Medium,Late Bloomer,completed_trial_window,6,1,48.0,1,5,0.1,68,5,1
U01182,2026-04-21,not_provided,starter,0,High,Champion,completed_trial_window,4,5,9.0,1,4,0.5,89,4,5
U01183,2026-05-08,1-10,starter,0,High,Growing Casual,completed_trial_window,12,4,0.0,0,11,0.4,83,9,4
U01184,2026-04-20,11-50,business,0,Low,Plateaued User,completed_trial_window,5,1,38.0,0,0,0.1,36,5,1
U01185,2026-02-24,11-50,business,0,Medium,Champion,completed_trial_window,3,3,8.0,1,9,0.3,76,3,3
U01186,2026-03-13,200+,pro,0,Medium,Late Bloomer,mid_trial_dropoff,1,2,89.0,1,1,0.2,50,1,2
U01187,2026-01-09,not_provided,pro,1,High,Power Adopter,completed_trial_window,10,5,1.0,1,-7,0.5,95,9,5
U01188,2026-03-04,not_provided,business,0,Low,Plateaued User,mid_trial_dropoff,3,2,66.0,0,-2,0.2,29,3,2
U01189,2026-05-08,200+,pro,0,Medium,Late Bloomer,early_dropoff,1,4,158.0,1,11,0.4,59,1,4
U01190,2026-05-03,1-10,starter,1,High,Champion,completed_trial_window,10,6,8.0,1,6,0.6,99,8,6
U01191,2026-04-09,11-50,starter,0,Medium,Power Adopter,completed_trial_window,10,2,0.0,1,-2,0.2,82,6,2
U01192,2026-02-21,not_provided,pro,0,High,Power Adopter,completed_trial_window,13,5,2.0,1,0,0.5,95,7,5
U01193,2026-03-05,not_provided,pro,0,Low,Power Adopter,completed_trial_window,2,2,3.0,1,-11,0.2,59,2,2
U01194,2026-01-05,200+,business,0,Medium,Late Bloomer,completed_trial_window,1,3,95.0,1,7,0.3,54,1,3
U01195,2026-04-02,200+,pro,1,High,Late Bloomer,completed_trial_window,6,5,27.0,1,1,0.5,86,4,5
U01196,2026-03-30,not_provided,pro,1,High,Late Bloomer,completed_trial_window,7,5,25.0,1,30,0.5,89,5,5
U01197,2026-04-10,51-200,pro,0,Medium,Plateaued User,completed_trial_window,7,5,6.0,0,-4,0.5,71,5,5
U01198,2026-01-07,51-200,pro,1,High,Champion,completed_trial_window,13,9,3.0,1,37,0.9,99,9,9
U01199,2026-01-08,51-200,starter,1,Medium,Plateaued User,early_dropoff,1,5,57.0,1,-4,0.5,53,1,5
U01200,2026-05-16,51-200,pro,0,High,Late Bloomer,completed_trial_window,7,5,30.0,1,16,0.5,89,6,5
